loan_id,customer_id,loan_amount,interest_rate,loan_status,default,approval_date
L000492,C01209,82262.81,10.92,Active,N,2022-07-10
L000987,C01733,"56,478",6.23,Complete,0,2023-10-17
L000083, C01655 ,20240.84,14.41,Active,0,2022-03-26
L000056,C01694,"93,381",7.65,Charged Off,0,2022-04-25
L001044,C01155,50664.87,7.08,active,1,2022-08-23
L000025,C01154,50573 USD,8.71,Charged Off,0,2023-07-17
L001184,C999104,120341.78,8.39,Active,0,2023-08-25
L000402,C999100,40758 CAD,16.14,Active,0,2024-05-12
L000890,C01054,46518.72,9.43,Active,0,2023-01-31
L000311, C01193 ,51030.5,9.06,Active,0,2023-02-26
L000034,C01174,162482.83,7.93,Active,0,2023-06-02
L001045,C-01256,8508 CAD,12.29,Active,0,2023-11-09
L000065,C01414,172372.61,5.62,Closed,0,2022-06-03
L000575,1394,99388.68,5.73,Active,0,2023-06-22
L000070,C01433,68829.02,3.74,Active,N,2022-11-15
L000625, C01140 ,97054.43,7.56,Active,0,2022-02-20
L000699,1141,18212.02,4.64,Active,0,2022-06-04
L000774,C999103,118179.1,5.91,Closed,Y,2023-12-24
L001175,C01229,12715.03,12.59%,Charged Off,Y,2024-04-08
L000945,C01419,81473.12,2.2,Closed,1,2022-12-17
L000547,C01144,62528.3,6.9,Charged Off,0,2022-10-28
L000613,C01660,114266 USD,5.93,Active,1,2023-07-22
L000859,C01142,79986.75,6.08,Active,0,2024-06-10
L000981,C01260,"$19,017.77",5.95,Active,0,2022-08-24
L000176,C01585,179968.5,6.86,Charged Off,1,2023-09-20
L000909,01236,"147,746",nan,Active,FALSE,2022-07-29
L000344,C01084,"$416,923.30",9.03,Active,1,2022-08-13
L000933,C01111,44693.31,10.74,Active,0,2023-07-14
L000369,C01816,29921.43,11.98,Closed,1,2022-01-25
L000819,1469,89929.27,4.39,Closed,0,2022-06-30
L000165,C01556,"82,215",10.9,Closed,0,2024-06-10
L000458,C01097,-296514.48,6.47,Active,0,2023-02-07
L000674,C01803,68034.38,9.32,Active,0,2023-01-20
L000678,C01505,"39,247",-3,Active,0,2022-06-07
L000489,C01839,120246.44,7.52,Active,0,2022-03-25
L001159,C01722,39327.81,13.53,ACTIVE,0,2023-11-17
L000030,C01693,83331.42,9.27,Active,Good,2023-09-11
L000603,C01024,"$75,416.30",11.86,Current,0,2022-10-04
L000952,C01104,231433 CAD,9.12, Active ,0,2022-12-14
L000249,C01645,"40,483",6.36,Active,0,2023-06-06
L001214,C01525,-103926.74,7.38,Closed,0,2023-10-11
L001145,C01612,45168.72,14.75,ACTIVE,0,2023-05-17
L000210,C01643,32433.31,6.31,Active,Good,2023-05-15
L000533,C01062,"$30,755.73",5.48,Active,0,2023-09-27
L000640,C01586,88223.22,6.87,Active,0,2022-12-28
L000178,C01393,102266.22,6.93,Active,FALSE,2024-05-16
L000939,C01479,84144.27,7.12,Charged Off,1,2022-09-20
L000223,C01268,44947.24,11.36,Closed,0,2022-07-24
L000585,C01488,23982 CAD,7.73,Paid Off,0,2023-01-13
L000171,C01055,57679.86,8.24,Active,FALSE,2023-03-22
L000714,C01054,54599.29,8.19,Active,0,2022-10-12
L000415,C01577,110363.17,10.63,Active,0,2023-04-22
L001176,C01158,128772.08,8.81%,Active,0,2023-10-13
L000719,C01408,"$28,303.95",10.83,Written Off,1,2024-02-16
L000189,C01585,"$104,671.46",12.07,Active,Good,2023-05-18
L000491,C01614,27139.12,6.78,Active,FALSE,2022-05-20
L000480,C01200,13483.12,10.1,Closed,0,2022-02-07
L000269,C01703,87865.4,10.23,ACTIVE,N,2022-03-11
L000222,C01414,116612.8,12.09%,Active,0,2023-01-17
L000541,C01536,43067.33,6.67,Active,0,2024-04-15
L000593,C01405,42339.16,8.29%,Closed,0,2023-04-09
L000917,C01748,190028.8,6.2,Open,0,2024-03-24
L000630,C01231,92300.86,9.83,Active,1,2023-08-08
L000751,C01066,40493.22,7.15,Current,0,2023-10-10
L001227,C01742,76618.69,7.8,Active,0,2022-02-04
L000565,C01617,18569.08,2.20%,Current,0,2024-02-08
L001234,C01718,82568.62,9.32,Charged Off,1,2023-09-29
L000631,C01104,137099.23,6.0,Active,No,2023-08-30
L000345,C01797,66347.65,9.91,Charged Off,FALSE,2023-03-13
L000365,C01126,100471.92,10.52,Active,0,2023-10-15
L001051,C01033,145453.61,8.96,Active,0,2024-04-06
L000908,C01222,"$90,343.56",2.2,Active,0,2023-10-12
L000200,C01244,17267.6,4.58,Active,0,2024-03-29
L000568,C01544,"$33,293.57",6.95,Active,No,2023-02-28
L000299, C01590 ,"127,382",7.65,Complete,0,2022-10-08
L000282,C01328,250000.0,15.28,Active,1,2022-07-25
L000459,C01713,136482.13,8.73,Active,1,2022-03-20
L000860,C01236,60837.54,9.44,Closed,0,2024-02-18
L000733,C-01847,34296 USD,12.19,Active,0,2022-03-26
L000487,C01332,114001.11,4.95,Active,FALSE,2024-03-01
L000514,C01354,85344.33,7.52,Active,0,2023-06-19
L000122,C01405,45585.36,13.26,Active,0,2022-09-11
L000333,C01273,"$57,266.08",11.18,Active,0,2023-11-30
L000692,C01655,28463.62,12.99,Closed,0,2022-12-15
L001202,C01232,120139.35,9.21,Closed,0,2022-07-06
L001226,C01307,93267.04,8.91,Active,0,2024-03-25
L000456,C01358,51082.87,10.03,Active,0,2023-08-27
L000685,C01484,68505.1,12.39,Active,0,2023-01-11
L001102,C01839,77427.14,10.01,Active,Good,2024-06-08
L001118,C01642,22816.68,unknown,Active,No,2022-12-07
L000916,C01507,40806 CAD,5.80%,Active,0,2022-12-01
L000099,C01446,21178.23,2.2,Active,0,2022-11-01
L000184,C01552,14691.42,13.12,Current,0,2023-05-13
L001242,C01556,177823.37,12.99, Active ,0,2023-03-25
L000350,C01149,9957.23,7.17,Closed,Good,2022-07-08
L001027,C01579,46432.67,11.71,Defaulted,0,2022-03-05
L000738,C01001,112120 CAD,13.06,CLOSED,FALSE,2023-04-03
L001103,C01561,118476.15,8.9,Charged Off,1,2024-02-09
L000688,C01217,106963.45,5.69,Active,FALSE,2024-01-21
L001082,C01732,109170 USD,9.31,Active,No,2023-12-28
L001052,C01399,107936.24,9.84,Active,0,2024-04-14
L000525,C01197,31762.01,9.94,Active,0,2022-02-10
L000195,C01217,87208.18,7.93,Active,0,2023-04-10
L000055,C01189,74786.72,5.93,Charged Off,1,2022-06-17
L000001,C01420,43068.83,4.63%,Active,0,2023-07-25
L000453,1701,45756.75,8.05,Closed,0,2022-08-10
L000430,C01073,48328.46,250,Active,0,2022-06-08
L000125,C01596,43721.06,9.73,Current,0,2023-07-09
L001146, C01235 ,42696.32,6.97,Active,No,2023-08-14
L000472,C01318,125501.54,12.73,Active,0,2024-03-16
L000118,C01455,52287.83,11.88%,Closed,0,2023-09-13
L000441,01778,"33,289",3.14%,Active,0,2023-10-14
L000340,C01592,"131,404",10.65,Paid Off,0,2022-01-18
L001164,C01334,"130,991",8.34,Active,0,2022-05-11
L000389,C01541,30287 CAD,13.46,Closed,0,2023-10-15
L000193,cust_01232,79071 USD,9.58,Active,0,2022-07-16
L000863,1685,161339.34,4.92,Active,Default,2024-01-21
L000803,C01827,83865.9,12.72,Active,1,2023-11-19
L000103,C01203,132257.53,8.73,Closed,0,2022-04-20
L000386,C01612,57494.89,5.83,Active,1,2022-05-04
L001197,C01202,64933.75,9.12,closed,0,2023-05-01
L000474,C01235,28298.5,5.13,active,0,2023-09-04
L000028,01153,35443 CAD,6.8,Charged Off,1,2022-03-20
L000794,C01648,34867.81,11.73,Closed,1,2022-06-22
L001230,C01500,25986.75,9.38,Active,0,2022-05-08
L000736,C01646,26009 USD,250,Active,0,2024-03-14
L000226,C01375,62319.4,8.03,Active,0,2023-06-04
L001206,C01656,47184.95,8.72%,Open,0,2022-03-09
L000233,C01093,"$36,765.03",11.45,Active,0,2023-01-04
L001059,C01217,49858.99,6.28,Charged Off,0,2022-06-07
L000372,C01188,22869.57,7.08,Charged Off,1,2023-11-01
L000424,C01293,109926.62,9.79,Active,0,2023-12-16
L000329,C01737,123643.4,4.68,Active,0,2024-03-17
L000957,C01105,102841.96,9.34,Active,0,2022-04-15
L001209,C01663,88744.19,10.17,Defaulted,1,2022-02-26
L000271,C01317,108429.15,13.39,active,0,2024-03-29
L001229,C01067,48915.91,10.56,Closed,0,2024-05-13
L001218,cust_01019,91143.42,10.21,Active,0,2022-07-09
L000158,C01503,97560.29,150,Active,0,2022-02-20
L000422,C01769,71674.83,7.68,Active,0,2022-09-04
L000141,C01543,-92043.98,12.12,Active,1,2022-03-12
L000967,C01198,43576.51,9.04,Active,0,2022-09-09
L001182,C01566,"104,520",5.67,Charged Off,1,2023-09-28
L000479,C01585,102828.74,5.6,Closed,1,2022-04-29
L000368,01201,81995.63,13.2,Active,Yes,2024-06-13
L001188,C01368,57084 CAD,5.48,Active,0,2023-01-13
L001084,C01345,161896.25,2.2,closed,0,2024-04-25
L000136,C01814,22783.22,4.57,Closed,0,2022-09-18
L000806,C01069,250000 CAD,6.92,Active,Good,2023-02-10
L000724, C01221 ,17392 CAD,12.29,Active,0,2023-11-04
L000245,C01777,114349.49,12.89,Charged Off,1,2023-04-30
L000925,C01287,30325.05,11.67,Active,0,2022-04-27
L000172,C01099,91443.73,12.1,Active,0,2023-09-05
L001041,C01421,98346.85,14.49,Active,No,2023-07-14
L000842,01537,115411.2,8.15,Active,0,2022-05-07
L001019,C01475,31452.33,5.41,Active,0,2024-01-30
L000566,C01678,76773.08,10.9,Charged Off,1,2024-01-10
L000443,C01143,244166.03,12.59,Active,0,2023-02-27
L001185,C01592,118617.19,2.2,Active,0,2022-03-28
L000316,01107,-57530.1,13.37, Active ,0,2024-01-03
L000486,C01219,76467 CAD,11.25,Complete,0,2022-02-20
L000573,C01281,22236.75,8.31,Active,0,2023-06-02
L001022,C01380,112555.33,7.36,Active,0,2024-06-11
L000049,C01394,107032 CAD,6.83,Closed,0,2024-02-18
L000669,C01568,15576.52,11.61%,Active,0,2024-06-13
L000194,C01332,"180,127",8.72%,Active,0,2022-03-23
L000508,C01300,"$140,133.23",5.18,Current,0,2024-04-19
L000785,C01113,104348.31,3.61,Active,0,2022-01-19
L000169,C01794,32985.37,12.72,Complete,0,2024-01-19
L000752,C01609,86693 CAD,9.89,Active,1,2023-04-01
L000521,1178,"89,473",7.02,Charged Off,Good,2023-08-10
L000889,C01140,56974.79,11.34,CLOSED,0,2024-05-22
L001140,C01490,250000.0,9.99,Active,0,2024-01-07
L000237,C01833,74333 USD,4.72,Active,0,2024-06-03
L000403,01208,72280.33,9.17,Active,1,2022-02-15
L000378,C01509,"59,355",12.99,Active,1,2022-09-16
L000615,1333,84207.59,8.04,Active,1,2024-03-13
L000621,C01447,68169 CAD,6.78,Active,0,2023-05-27
L000872,C01717,64208.89,8.5,Charged Off,0,2023-12-11
L000780,C01201,88686.02,10.64,Active,0,2024-03-29
L000605,1177,"$38,108.05",6.68,Active,0,2022-12-30
L000737,C01671,21224.81,6.23,Complete,0,2024-04-12
L001020,C01405,21768.03,8.08,closed,0,2023-03-24
L000309,C01301,250000.0,11.49,Closed,0,2023-10-11
L000370,C01535,34198.87,5.06,Closed,0,2023-01-08
L001113,C01252,67393.51,12.62%,Closed,1,2023-11-17
L001075,C01278,-128100.2,12.25,Active,N,2024-03-07
L000133,C01293,366343.56,4.57,Charged Off,1,2024-03-08
L000066,C01183,130767.33,2.2,Active,N,2022-04-09
L000375, C01013 ,11423.91,3.95,Active,0,2023-12-17
L000414,C01472,366238.43,8.72,Active,0,2023-10-08
L000241,C01483,62318.78,9.24,Active,0,2023-11-16
L000421,C01697,236630.47,9.17,Active,0,2022-12-22
L000353,C01288,43808.82,11.12, Active ,0,2023-03-06
L000722,C01088,54279.41,12.34,Closed,0,2023-05-20
L000888,C01238,41494.41,9.5,Active,No,2022-07-09
L000268,C01296,35818.72,10.04%,Active,0,2023-11-28
L000626,C01464,250000.0,6.2,Active,0,2024-01-09
L000960,C01081,27944.09,11.35,ACTIVE,0,2023-05-13
L000591,C01146,28914.15,10.3,Closed,0,2022-07-16
L000755,C01093,49778 CAD,12.18,CLOSED,0,2022-10-10
L000918,C01500,72592.49,10.27,active,0,2024-04-22
L000580,C01214,74245 CAD,11.85,Active,0,2023-03-03
L000731,C01845,98509.1,13.98, Active ,0,2022-05-02
L000986,C01209,117410.41,6.96,Active,0,2023-07-22
L000014,C01813,130941 USD,11.23,Active,No,2022-11-27
L000995,C01169,114040.67,9.48,Active,0,2022-03-31
L000811,C01694,"$58,988.58",8.68,Active,No,2022-06-24
L000187,C01591,48133.0,unknown,Charged Off,0,2023-10-29
L000039,C01245,20496.29,10.41,Active,1,2023-02-07
L000663,C01198,60782.27,8.52,Active,0,2022-07-04
L000800,C01657,92564.78,15.86,Active,0,2022-03-09
L000625, C01140 ,97054.43,7.56,Active,0,2022-02-20
L000586,C01555,96236.21,11.41,Chargeoff,0,2023-02-09
L000173,C01414,159219.44,11.07,Active,0,2023-04-28
L000788,C01233,54982.71,12.59,charged off,1,2024-04-29
L000515,C01626,80146.21,12.19,Active,0,2023-03-30
L000923,C01209,83547.37,8.38,Active,FALSE,2024-03-08
L000224,cust_01139,44300.19,6.51%,Active,0,2022-05-22
L000155,C01400,126198.94,9.44,Active,0,2022-03-07
L000281,C01565,8919.38,8.72,Active,0,2022-07-15
L000204,C01564,78642.94,10.64%,Closed,0,2024-02-05
L000120,C01554,98753.44,6.71,Active,1,2023-01-28
L001110,C01787,"$150,247.42",11.27,Active,0,2022-10-03
L000612, C01415 ,21217.08,nan,Active,0,2022-04-05
L000100,C01693,39573.09,8.01,Active,0,2023-08-12
L001026,C01153,81282.86,13.41,Active,0,2023-02-21
L000739,C01736,"$63,341.56",11.43,Active,0,2022-07-07
L000349,C01248,82144.88,11.34%,Closed,0,2023-08-09
L000026,C01196,54287.83,5.42,Closed,0,2024-03-01
L000158,C01503,97560.29,150,Active,0,2022-02-20
L000352,C01156,95099.94,8.55,Active,0,2023-07-08
L000835,C01479,140501.14,8.67,Active,0,2023-09-03
L000764,C01448,78532.22,10.75%,Active,1,2023-11-14
L000768,C01606,37893 USD,10.35,Active,0,2023-04-03
L001211,C01247,75277 USD,6.19,active,TRUE,2022-07-30
L000686,C01330,217802.59,7.02,Active,0,2023-01-29
L000286,C01110,62328.73,12.45,Active,0,2022-05-01
L000905,1339,95915.17,5.98,Open,0,2023-10-24
L000117,C01779,153703.52,9.07,Closed,0,2022-11-03
L001066,C01826,33047.54,8.09,Active,0,2024-02-29
L000922,C01744,-134238.5,3.81,Active,0,2024-04-04
L001220,C01178,109634 CAD,6.2,Charged Off,TRUE,2023-10-28
L000324,C01719,128038.3,9.42,Open,0,2023-12-18
L001029,C01587,33706.95,5.68,ACTIVE,0,2023-11-24
L000307,C01619,47250.36,10.17,Active,0,2024-02-23
L000895,C01263,101007.61,6.3,Active,0,2024-02-20
L000412,C01473,18548.13,10.58,Active,0,2024-01-17
L000078,C01846,63781.29,7.59,Active,0,2023-07-14
L000829,C01324,"$63,807.35",-1,Active,0,2022-09-18
L001039,C01702,71744 CAD,10.15,Chargeoff,Default,2023-07-10
L000932,1136,78944.42,8.72,Active,0,2023-02-08
L000462,C01529,38490 USD,11.91,Active,0,2022-01-11
L001240,C01218,128469.09,2.2,Active,No,2023-05-24
L000343,01559,30772.81,6.64,Closed,0,2022-08-04
L000931,C01350,45291.08,14.07,Active,0,2023-12-27
L001157,,30398.48,5.24,Closed,0,2023-02-04
L000690,C01379,81371.16,6.99,Active,0,2022-10-04
L000317,C01015,40902.8,13.78,Charged Off,0,2024-02-29
L000876,C01422,96933.63,8.29,Active,N,2022-05-20
L000263,C01699,48123.54,9.49,Complete,0,2023-04-04
L001072,UNKNOWN,85114.6,15.33,Active,0,2023-08-18
L000813,C01217,37156 USD,9.3,Closed,0,2023-03-10
L000870,C01506,97316.3,6.35,Current,0,2023-04-28
L000875,1279,"61,048",7.34%,Active,0,2023-01-01
L000024,C01387,49357.33,6.12,Defaulted,1,2022-01-10
L000635,C01785,58329.17,7.89,Active,0,2022-11-12
L000992,C01620,30639.23,9.7, Active ,0,2023-02-13
L001098,C01017,"127,523",13.54%,Active,0,2023-05-25
L000379,C01199,"$71,877.68",10.32,Active,0,2022-11-05
L001126, C01290 ,"11,501",7.92%,Charged Off,1,2022-05-13
L000390,C01507,63156.31,6.73,Active,0,2023-10-22
L000808,C01713,126308 USD,10.9,Active,TRUE,2024-04-16
L000411,C01444,"$45,576.53",13.99,Active,0,2022-05-22
L000288,C01776,"$49,015.95",9.09,Active,0,2024-03-07
L001074,C01255,40571.98,6.97,Active,N,2023-06-13
L001165,C01715,48228.45,10.06,Active,0,2023-11-04
L000162,C01161,115760.73,10.83,Charged Off,0,2022-12-22
L001104,C01749,36753 CAD,11.7,Active,0,2022-09-02
L001007,C01787,92597.84,11.66,Active,Good,2023-04-03
L000698,C01319,100990.99,10.63,Closed,0,2023-09-25
L000929,C01250,67246.33,7.07,Active,No,2022-05-27
L000656,1644,63206.29,7.63,Active,Good,2022-02-10
L000112,C01427,26464.45,3.68,Written Off,Yes,2023-02-04
L000936, C01437 ,"$118,121.69",8.23,Active,0,2023-11-01
L001203,C01731,36412.15,11.3,Active,No,2022-05-29
L001191,C01767,20584.94,150,Active,0,2022-04-14
L001104,C01749,36753 CAD,11.7,Active,0,2022-09-02
L000549, C01467 ,26635.83,12.08,Active,0,2023-02-21
L001048,C01327,"141,965",7.13, Active ,1,2023-02-11
L000578,C01557,85800.08,6.44,ACTIVE,0,2022-07-26
L000655,C01332,225778.28,10.39,Active,0,2022-11-29
L000471,C01715,60947.62,11.09, Active ,0,2024-03-11
L000295,C01043,139626.77,7.39,Active,0,2023-03-25
L000968,C01383,51732.17,10.70%,Open,0,2022-02-09
L000287,C01180,105441.11,10.51,Active,0,2022-05-02
L000797,C01536,13778.48,7.07,Current,Y,2024-04-05
L000356,C01222,148312.67,9.66,Active,0,2023-09-23
L000636,1132,43740.6,6.4,Active,0,2024-03-12
L000318,C01465,73814.39,7.96,Active,0,2024-06-08
L000196,1170,57869.81,12.52,Active,0,2023-06-30
L000548,cust_01793,"160,718",10.77,Closed,0,2024-01-30
L000786,C01411,16052.44,7.87,Active,0,2024-02-05
L000642,cust_01507,19848.19,4.04,Active,0,2023-04-04
L001095,C01775,35612.77,2.2,closed,0,2024-01-30
L000947,C01753,132037.58,150,Active,1,2022-05-01
L000956,C01451,163062.9,6.44,Charged Off,1,2023-09-04
L001232,C01041,86220.38,10.74,Active,0,2024-06-04
L001247,C01186,54046.31,10.96,Active,0,2022-07-27
L001063,C01661,80685.54,2.5,Open,0,2023-08-11
L001109,C01534,235091.39,8.56,Active,No,2022-01-04
L001047,C01071,18670.77,14.44,Active,0,2024-05-01
L000789,C01252,53894.29,13.01,Closed,0,2022-08-06
L000272,C01722,78368.07,7.47,Active,0,2022-03-10
L001125,C01022,73273.88,9.18,Active,0,2022-09-05
L000845,C01786,45270 USD,7.0,Active,1,2022-07-22
L000174,C01154,237172.14,11.81,Open,0,2023-09-15
L000038,C01122,"26,542",7.22,Active,0,2023-07-04
L000747,C01375,51099.76,5.08,ACTIVE,0,2023-04-28
L000512,C01734,12455.91,5.14,Active,0,2024-02-14
L001035,C01809,"42,806",8.18,Active,No,2022-05-01
L001213,C01606,18842.88,12.36,Active,Good,2023-10-12
L000203,C01311,46295.06,9.13,Active,No,2022-11-20
L000812,C01184,160564 CAD,6.07,Active,0,2023-09-22
L000657,C01774,180210.34,5.94,Open,0,2024-02-05
L000634,C01536,34786 CAD,13.62,Active,0,2023-08-29
L001116,C01322,11818.23,3.33,Closed,N,2024-04-17
L001173,C01426,81113 CAD,8.28,Active,0,2023-09-01
L000337,C01491,19312.02,9.83,Closed,0,2022-02-14
L000499,C01686,63235.06,6.78,Active,0,2023-07-21
L000047,C01745,90715.98,8.59,active,0,2022-04-28
L000953,C01110,66170.07,7.39,Active,0,2022-07-21
L000761,C01653,48883.9,10.02,Active,0,2024-03-07
L000007,C01306,27016.52,13.5,Active,0,2023-09-28
L000106,C01645,91679.82,7.89,Active,0,2022-09-15
L001001,C01845,57118.09,7.6,Active,0,2023-07-01
L000192,C01814,12136.21,8.22,Active,FALSE,2023-06-12
L000846,C01411,93771.39,4.91,Active,0,2022-07-29
L000602,C01566,100377.74,8.83,Active,0,2022-12-01
L000457,C01566,109072.36,3.22,Active,0,2022-08-11
L000671,C01201,39678.34,9.67%,Active,1,2023-02-15
L001195,C01141,44392.08,10.34,Active,0,2022-04-25
L000035,01037,5128.66,14.51,Current,0,2023-10-20
L000809,C-01768,27213.44,6.71,Active,No,2023-01-22
L000440,01743,40736.07,4.89,Active,No,2022-09-30
L001121,C01672,105695.64,10.55,Closed,1,2023-01-29
L000652,C01461,210893.17,10.77,Active,Default,2023-02-12
L001200,01672,24537 CAD,5.13,Charged Off,1,2022-11-23
L001174,C01556,97872.77,14.98,Active,0,2022-04-06
L000600,C01478,"$31,786.99",12.58,Active,0,2023-05-21
L001017,C01615,30197.85,6.07,Complete,0,2022-10-01
L000628,C01197,32709 CAD,13.2,Active,0,2023-01-10
L001071,C01269,45753.43,13.84,Closed,0,2022-03-01
L000959,C01326,172664.97,11.19,Active,0,2024-05-05
L001016,C01729,151742 CAD,8.61,Active,0,2023-05-08
L000408,C01805,87227.38,8.28,Active,0,2024-01-04
L000643,C01750,52739.07,7.73,Active,0,2023-10-31
L000493,C01517,"$65,984.61",8.94,Active,0,2023-11-13
L000124,C01122,50540.29,6.69,Active,0,2023-06-03
L000792,C01296,"$134,100.32",7.94,Active,0,2022-01-17
L000948,C01188,52401.62,10.43,Active,1,2023-05-08
L000779,C01354,85980 CAD,4.45,Closed,0,2022-05-17
L000577,1281,-68328.19,9.45,Active,0,2024-05-17
L000532,C01133,44852.63,6.15,Active,0,2023-07-23
L000320,C01596,"$69,677.26",5.7,charged off,FALSE,2023-02-18
L000767,C01613,171025 USD,7.54,Active,0,2024-02-19
L001208,C01622,21199 CAD,9.69%,Paid Off,0,2023-07-14
L001018,C01835,84442.27,13.21,Active,Good,2024-01-27
L000935,C01742,32941.31,6.75,Active,0,2023-02-27
L000898,C01681,63494 CAD,8.66,Active,N,2022-06-29
L000297,C01669,92699.35,10.31,Open,1,2022-12-23
L000061,C01703,24940 CAD,9.18,Active,0,2022-03-21
L000544,C01519,22683.66,6.38,Active,1,2023-04-17
L000914,01188,47265.96,10.51,Active,0,2023-12-04
L000146,C-01351,105480 USD,14.49,Active,0,2023-12-16
L000667,C01073,22121.68,5.64%,Closed,N,2024-02-27
L000513,C01491,14256.05,7.47,Charged Off,1,2024-03-20
L000332,C01532,66347.09,8.31,Active,0,2022-11-08
L000717,C-01283,"70,181",10.25,Active,1,2022-07-08
L001221,C01545,21604.48,12.04,Active,0,2023-06-10
L000538,C01258,44807 USD,nan,Current,FALSE,2023-12-01
L000393,C01225,79727 USD,4.58,Closed,0,2022-02-27
L000906,C01656,31401.81,11.17,Charged Off,0,2022-08-25
L000828,1560,"89,858",8.58,Active,0,2022-04-24
L001216,C01080,177191.95,12.41,Active,0,2023-12-21
L000646,C01847,29921.03,5.5, Active ,Good,2022-09-28
L000076,C01426,177330.71,7.71,Active,0,2023-10-29
L000102,C01488,"66,497",14.05,Active,0,2024-01-15
L000396,C01289,85532.75,4.96,Active,FALSE,2022-03-07
L001239,C01378,84343 CAD,10.45,Active,1,2022-04-03
L000423,C01739,104985.76,8.51,Active,0,2023-04-30
L000893,C01207,51636.54,6.97,Active,0,2024-04-14
L000258,C01411,80085.36,7.46, Active ,0,2024-01-28
L001136,C01524,13785.49,7.89,Active,0,2024-04-12
L001204,C01729,38503 CAD,150,Active,0,2024-03-26
L000181,C01763,20270.35,10.2,Active,0,2023-06-29
L000069,C01310,42948.8,11.25,Closed,0,2022-04-21
L000111,C01266,16701 USD,9.23%,Active,0,2023-09-17
L001248,C01375,50479.86,,Active,0,2023-02-24
L000377,C01352,47815 CAD,10.45%,Active,0,2023-07-30
L000301,C01086,-101352.72,7.03,Active,0,2023-09-03
L001012,C01486,36204 CAD,11.5,Closed,0,2024-06-07
L001114,C01793,44638 CAD,10.92%,Charged Off,0,2023-06-21
L000132,C01189,78859.86,8.79,Closed,0,2022-08-09
L000119,C01559,168340.23,8.23,Active,No,2023-12-11
L001088,C01715,48807.81,13.38, Active ,0,2024-03-31
L000346,C01443,117999.44,8.92,Charged Off,1,2022-07-17
L001014,C01423,35096.18,7.01,Active,0,2022-11-28
L000685,C01484,68505.1,12.39,Active,0,2023-01-11
L001083,C01693,93622.27,7.58,active,0,2023-10-23
L000077,C01666,"$344,752.77",7.84%,Closed,0,2022-10-22
L000597,C01136,30434.38,6.91,Active,0,2023-03-15
L000740,C01683,14204.81,7.86,Closed,0,2022-06-30
L000553,C01338,185185 USD,4.68,Closed,0,2022-02-15
L001023,C01097,71962.49,5.6,charged off,1,2023-10-24
L000984,C01165,37553.18,6.09,Active,FALSE,2022-05-04
L000943,C01747,66480.68,7.13,active,0,2023-07-15
L000435,C01745,56136.01,10.25,Closed,0,2024-05-18
L000387,C01360,21273.79,11.72%,Active,0,2023-03-12
L000648,C01159,109119.81,2.2,Active,0,2023-11-16
L000865,C01219,117023.48,8.46,Current,Yes,2023-10-19
L001233,C01793,100454.2,9.99,Closed,Good,2023-12-16
L000782,01039,50848 CAD,4.31,Charged Off,1,2022-06-30
L001008,C01460,15638 CAD,6.55,CLOSED,0,2022-11-24
L000228,C01811,49323.35,5.82,Current,FALSE,2023-02-07
L000769,C01498,37471.33,7.74,Active,Yes,2024-03-14
L000057,C01482,"$171,698.03",11.59,Closed,0,2024-05-15
L000022, C01843 ,66223 CAD,6.68,Current,0,2024-01-01
L001024,C01123,20158.58,4.09,Active,0,2023-05-17
L000910,C01586,"62,194",6.2,Active,0,2022-05-15
L000712,C01322,"$42,885.27",11.56,Closed,0,2024-01-05
L001038,C01712,53044.44,5.89,Active,0,2023-06-30
L001153,C01667,"36,958",,Active,0,2022-11-30
L000218,C01840,51666.77,11.39,Closed,0,2022-07-24
L000330,cust_01562,30224.56,12.87,Closed,0,2023-06-17
L001117,C01017,33219.92,8.99,Open,0,2023-06-06
L000805,1536,21872.64,7.28,Active,0,2023-07-27
L000400,C01190,"$62,215.40",5.05,Active,No,2023-03-03
L001028,C01134,96299.41,9.81, Active ,1,2023-12-24
L000476,C01819,58556 USD,12.02,Open,FALSE,2023-04-16
L000915,1349,116793.72,7.32,Active,0,2023-05-04
L000463,C01591,61079.7,6.04,Charged Off,0,2022-10-26
L000825,C01496,144784.79,11.57,Closed,0,2023-07-06
L000861, C01649 ,112366.85,12.39,Closed,0,2022-05-10
L000085,C01356,40732.73,10.98,Written Off,1,2023-04-11
L000520,C01138,20570 CAD,7.84,Closed,0,2022-02-24
L001154,C01584,337967 CAD,6.73,Closed,FALSE,2023-02-19
L000760,C01295,75583.93,5.77,Active,1,2023-08-02
L000771,C01704,"130,490",6.11,Active,N,2022-03-27
L000871,C01697,"$134,332.36",11.84,Active,0,2024-05-24
L000277,C01311,69781.71,9.64,Active,0,2023-05-25
L000107,C01835,91283.41,13.71,Charged Off,Good,2023-01-08
L000053,C01099,16795.73,2.2,Paid Off,0,2024-03-09
L000610,C01412,57105.15,8.42,Active,Yes,2024-02-25
L000465,C01361,85602.09,9.13,active,0,2023-03-31
L000312, C01415 ,269286.58,7.36,Active,0,2023-10-31
L000092,C01823,"73,407",10.14,Active,0,2023-01-12
L001077,C01514,57790.59,12.44,Active,0,2024-06-08
L000214,C01540,41880.73,6.45,Closed,0,2024-04-04
L000958,1762,84268.44,2.42,Active,1,2023-10-30
L000395,C01723,70946.12,11.30%,Active,0,2022-09-19
L000434,C01657,31585.47,10.66,Active,N,2024-06-07
