customer_id,age,income,province,employment_type
C01845,38,204741.78,Ontario,Contract
C01547,21,"$61,242.08",ALBERTA,Full-time
 C01679 ,35,"$74,321.25",Ontario,Contractor
C01111,53,87141 CAD,Alberta,Part-time
C01822,62,225422.33,Quebec,Full-time
C01721,73,41506.4,Quebec,full-time
C01840,51,"$79,450.34",QUEBEC,Full-time
C01121,30,65994.12,Alberta,Self-employed
C01143,31,469745.24,alberta,Self-employed
C01396,46,93659.33,Ontario,Self-employed
C01296,59,n/a,British Columbia,Full-time
C01377,61,117538.68,Alberta,Full-time
C01693,26,,Ontario,Part-time
C01513,26,75281.42,Ontario,Full-time
C01336,44,69484.69,Ontario,Unemployed
C01457,40,58961 CAD,Quebec,Contract
C01788,29,unknown,Quebec,Full-time
C01177,67,35357.63,quebec,Full-time
1232,68,,Ontario,Part-time
C01302,47, 58151 ,Alberta,Self-employed
C01749,73,46089.02,Ontario,Full-time
C01668,39,75272.6,British Columbia,Full-time
C01451,0,"$131,760.32",Ontario,Part-time
C01781,41, 79923 ,Quebec,Part-time
C01186,33, 176191 ,British Columbia, full-time 
C01659,75,486488.97,ONTARIO,CONTRACT
C01460,38,33033.83,Alberta,Full-time
C01472,23,64931 CAD,Ontario,Self-employed
C01341,42,35049.62,AB,Part-time
C01069,65,176598.96,British Columbia,Part-time
C01343,61,42419.98,ontario,Part-time
C01702,67,"70,639",Ontario,Self Employed
C01105,65,76506.6,Ontario,Full-time
C01522,56,167592.89,British Columbia,contract
C01750,40,67715.98,ontario,Full-time
C01746,70,91081.84,BC,Part-time
C01167,25,126870.23,Ontario,Self-employed
C01660,21,133054.08,Ontario,Contract
C-01731,55,28257 USD, Quebec ,Self-employed
C01014,27,52756.38,Alberta,Part-time
C01690,42,,Ontario,Full-time
C01633,42,63628 CAD,British Columbia,Full-time
C01710,29,120833.81,British Columbia,Full-time
C01224,68,52141.26,Manitoba,Part-time
C01239,30,114719.76,Manitoba,Part-time
C01549,60,"$101,081.23",Ontario,Full-time
C01229,66,43885 CAD,Ontario,Self-employed
C01581,44,46853.24,AB,Full-time
C01268,75,56717.41,ALBERTA,Full-time
C01353,70,unknown,British Columbia,Full-time
C01445,28,60344.08,British Columbia ,Full-time
01631,37,198411.18,Ontario,Self-employed
C01130,-5,88367.73,quebec,Full-time
C01595,47,73326.0,Québec,Full-time
C01692,49,93682.06,Ontario, full-time 
cust_01398,68,133241.62,Ontario,Full-time
C01068,67,102810.14,Ontario,Full-time
1838,22,53627.1,Quebec,Part-time
C01463,150,"$78,386.50",Quebec,Full-time
C01558,48,186640.6,Quebec,Full-time
C01736,50,62527.39,alberta,Full-time
C01298,39,"66,029", Alberta ,full-time
cust_01408,75,66124.97,ON,Contract
C01242,38,86454 CAD,Quebec,Full-time
1837,36,,Alberta,PT
C01705,58,42606.89,Ontario,Full-time
C01477,51,42591.09,Ontario,Contract
C01666,57,135832.36,british columbia,Self-employed
C01760,66,36406.44,QUEBEC, full-time 
C01700,32,31293 USD,Alberta,Self-employed
C01455,34,150139.46,Ontario,Unemployed
C01435,69,"86,886",Ontario,Self-employed
C01606,65,"$50,629.03",Ontario,Self-employed
C01636,35,37930 CAD,Ontario,Full-time
01680,39,74167.22,Manitoba,Full-time
cust_01572,55,74889.8,Alberta,Full-time
 C01049 ,33,52934.07,British Columbia,Part-time
C01417,71,53599.13,British Columbia ,unemployed
C01394,50,unknown,Manitoba,Self-employed
C01203,48,91108 CAD,Manitoba,Self-employed
C01564,57,111324.12,British Columbia,Full-time
C01118,61,"$76,109.41",Alberta,Full-time
C01447,57,"$47,104.84",Ontario,Contract
C01317,-5,106298.0, Ontario ,contract
C01071,37,22000.0,Alberta,FT
C01320,57,76012.91,Manitoba,Unemployed
C01379,27,94374.89,Ontario,Full-time
C01021,22, 39760 ,Québec,Part-time
C01470,68,unknown,B.C.,Unemployed
cust_01210,27,"64,502",Alberta,FT
C01267,57,69583.24,British Columbia,Full-time
C01576,,51696.26,British Columbia,Full-time
C01098,64,72867.95,British Columbia,PT
C01090,34,67844.65,BC,Full-time
1172,43,122481.83,quebec,Self-employed
C01471,25,52672.81,British Columbia,Contract
C01474,37,102633.0,Ontario,self-employed
C01273,74,"$77,758.32", Ontario , full-time 
C01329,54,60941.1,Quebec,FT
C01621,73,125787.52,ON,Full-time
C01033,62, 114859 ,British Columbia,Full-time
C01637,38,65796.57,Ontario,Full-time
C01503,26,unknown,Alberta,Full-time
C01183,42,88603.33,Ontario,Full-time
C01099,36,67583 CAD,MB,Full-time
C01509,42,46767 CAD,British Columbia ,Part-time
C01023,23,"49,652",British Columbia,part-time
C01605,23,107200.02,QUEBEC, full-time 
C01039,21,45086.72,Quebec,Full-time
C01645,23,58585.07,Quebec,Full-time
01096,72,69104.4,British Columbia,Full-time
C01354,23,102115.65,Ontario,Self-employed
C01548,27,66481.26,Ontario,Full-time
1265,25,80837.09,Ontario,Full-time
C01340,60,64183.44,Quebec,Part-time
C01420,33,75900.16,Quebec, full-time 
C01086,53,95876.4,Ontario,Part-time
C01370,49,78319 CAD,Alberta,Full-time
C01727,25,171580 USD,British Columbia,Contract
C01270,28,44790.93,Ontario,Full-time
1419,34,60814.71,MB,Full Time
C01402,23,68233 USD,Ontario,Self-employed
C01734,36,35728 CAD,ONTARIO,Part Time
01230,29,121404 CAD,Ontario,Full-time
C01034,51,33114 USD,British Columbia,Full-time
C01708,48,"180,252",MB,Self Employed
1433,22,107982.57, Alberta ,Full Time
C01216,68,46950.98,Alberta,Contract
C01831,27,62904.15,ON,contract
C01365,60,55839.42,Québec,Full-time
C01360,52,48852 USD,ONTARIO,Full-time
C01271,44,77932.31,Ontario,Full-time
C01847,28,n/a, Quebec ,Full-time
C01070,51,,ALBERTA,Full-time
C01602,29,132016.41,Ontario,Unemployed
C01515,49,"80,694",Ontario,Self-employed
C01020,60,"$32,515.15",British Columbia,unemployed
C01580,52,"113,384",Manitoba,Self-employed
01501,64,"$113,514.91",Ontario,full-time
C01189,44,82364.54,Alberta,Contract
C01113,29,68447.09,QUEBEC,Self-employed
cust_01308,38,"$63,067.22",Ontario,Full-time
C01479,63,90925 CAD,Ontario,Full-time
C01253,37,91930.14,Quebec,Contract
C01335,64,63335.2,ONTARIO,Contract
C01848,23,88943.44,Ontario,Full-time
C01044,32,"89,403",Ontario,Unemployed
C01836,37,51251.5,Manitoba,Contract
C01067,50,84851.5,Ontario,Self-employed
C01162,52,139910.44,quebec,Self-employed
C01725,67,"$41,200.54",Alberta,Self-employed
C01813,48,129199.75,alberta,Full-time
C01677,59,58851.26,british columbia,Full-time
C01789,61,60964.77,Ontario,Unemployed
C01707,24,"107,840",British Columbia,Full-time
C01801,62,63722.01,Ontario,Self employed 
C01392,26,116447.25,Alberta,Self-employed
C01527,30,45788.34,Alberta,Full-time
C01764,N/A,66124 USD,Québec,Full-time
1140,36,107614 CAD,Ontario,Full-time
C01076,47,460741 CAD,Alberta,Self-employed
C01080,26,"$146,367.86",British Columbia,Contract
C01535,17,"68,962",British Columbia,CONTRACT
01059,39,56196 USD,Manitoba,Full-time
C01614,71,36132.63,British Columbia,Contract
C01366,150,129401.4,Ontario,Part-time
C01289,54,"$72,287.53",ON,Full Time
C01846,35,145180.93,B.C.,Full-time
C01074,61,82822.6,British Columbia,Full-time
C01260,59,25069.35,Alberta,Full-time
C01312,30,365305.27,Alberta,Full-time
C01672,50,69373.83,Ont.,FT
C01217,28,87863.63,Ontario,Full-time
C01292,58,97513.9,manitoba,full-time
C01227,28,"$49,212.05",Ontario,Full-time
C01468,24,77548.0,Quebec,Full-time
C01050,67,412918.46,ON,Self-employed
1153,46,"$72,425.41",Alberta,Full-time
C01650,35,68517.28,Ontario,Unemployed
C01482,56,117582.13,Ontario,full-time
C01293,71,107952.91,Quebec,Full-time
C01516,63,42643.44,Alberta,Part-time
C01246,37,unknown,British Columbia,Unemployed
C01297,44,"$168,772.23",Ontario,Unemployed
C01250,34,52886.19,Ontario,Part-time
C01352,58,73991.79,Québec,Full-time
C01362,62,121901.98,Manitoba,Full-time
C01661,29,78351 CAD,Ontario,Self-employed
C01414,66,134562.08,Alberta,Full-time
C01464,62,422994.8,Ontario,Full-time
C01048,46,62744.88,Ontario,Full-time
C01117,38,65274.47,Ontario,Self-employed
C01202,57,"43,487",Ontario,Unemployed
C01763,25,81787.37,Ontario,Full-time
1018,64,,Ontario,Full-time
C01829,63,91807.78,manitoba,Part-time
C01625,48,72061.19,Ontario,Full-time
C01325,57,53992.84, Ontario ,Full-time
cust_01026,60,"91,834",Quebec,Full-time
C01295,25,n/a,British Columbia,Self-employed
C01817,64,397500.46,ALBERTA,Part-time
C01418,71,71133.04,Ont.,Part-time
C01624,48,83274 CAD,Québec,SELF
C01136,48,"$68,067.65",British Columbia,Self-employed
C01609,59,"$57,926.16",Ontario,Self-employed
C01776,39,97024.51,quebec,Part-time
C01762,0,70651.11,British Columbia,Unemployed
C-01481,55,"$86,559.72",Ontario,Full-time
C01028,74,"$84,817.91",British Columbia,Contract
C01718,28,77187.67,British Columbia,Full-time
C01439,53,29963.1,Ont.,Unemployed
1643,59,72058.87,Quebec,Part-time
C01029,41,151483.73,British Columbia,Full-time
C01436,56,"$41,716.29",Ontario,Full-time
C01413,39,30104.0,Ontario,Full-time
C01629,72,96544.22,Ontario,Part-time
C01542,67,76516.62,Ontario,Full-time
C01334,70,87482 CAD,Quebec,Contract
C01078,48,33443.59,Ontario,Part-time
C01795,25,53214 USD,Quebec,Full-time
C01391,50,78339.05,Ontario,Full-time
C01258,34,54404.67,Ontario,Full-time
