payment_id,loan_id,payment_amount,payment_date
PMT0003431,L000856,"$8,080.93",2023-02-05
PMT0001385,L000343,6696.12,2024-07-02
PMT0004778,L001197,10455.0,2025-02-15
PMT0004497,L001125,5512.67,2023-02-11
PMT0001367,L000339,2633.11,2026-03-04
PMT0002226,L000557,5090.22,2025-03-02
PMT0000785,L000196,2096.88,2025-02-10
PMT0000331,L000084,10344.45,2024-05-27
PMT0003224,L000805,1356.61,2024-03-05
PMT0000675,L000168,54981.54,2022-09-22
PMT0002698,L000669,2274.2,2024-07-17
PMT0001684,L000422,10495.99,2024-05-08
PMT0002135,L000531,12127.11,2023-07-04
PMT0003597, L000895 ,24683.26,2024-10-29
PMT0001627,L000409,2435.0,2024-02-27
PMT0001069,L000266,3233.51,2026-01-07
PMT0000551,L000132,12040.4,2023-11-29
PMT0002693,L000668,1560.79,2023-08-14
PMT0003481,L000869,3580.3,2024-01-11
PMT0003385,L000847,4246.66,2024-04-12
PMT0003042,L000763,4605.58,2022-10-21
PMT0001788,L000447,4235.11,2024-04-11
PMT0001736,L000435,13008.42,2025-07-23
PMT0001638,L000411,10616.5,2023-07-11
PMT0002245, L000561 ,838.33,2022-04-09
PMT0003515,L000876,"$8,249.56",2024-04-08
PMT0002906,L000725,3007.8,2024-06-05
PMT0002771,L000690,7399.5,2024-05-08
PMT0004871,L001219,6152.16,2024-09-14
PMT0002830,L000703,4637.02,2025-02-06
PMT0002640,L000657,13895.99,2024-06-30
PMT0001705,L000426,"$23,975.04",2025-04-10
PMT0004848,L001214,nan,2024-08-03
PMT0001625,L000408,8408.12,2024-06-16
PMT0000946,L000238,4078.61,2024-01-20
PMT0001397,L000346,5106.44,2023-06-20
PMT0002093,L000521,6732.91,2023-12-23
PMT0004297,L001070,10089.47,2024-12-13
PMT0003327,L000834,1165.61,2024-10-17
PMT0002485,L000622,3821 CAD,2024-03-12
PMT0003125,L000785,18276.0,2023-12-25
PMT0004902,L001229,,2025-09-15
PMT0001764,L000443,42818.13,2023-05-28
PMT0002524,L000630,4453.42,2024-10-22
PMT0003282,L000820,8889.93,2025-01-31
PMT0004847,L001214,16616.82,08/23/2025
PMT0000619,L000149,6574.39,2025-01-11
PMT0002769,L000690,4199.71,2023-11-14
PMT0000863,L000218,7734.39,2023-05-21
PMT0003218,L000804,"4,420",2024-10-17
PMT0004764,L001195,4967.34,2022-07-30
PMT0002807,L000698,22442.64,2025-07-11
PMT0002805,L000698,21964.71,2025-07-30
PMT0003242,L000811,9225.38,2024-06-03
PMT0001002, L000251 ,6577.85,2022-09-17
PMT0000816,L000206,45290.46,2023-03-08
PMT0003894,L000968,12784.27,2023-09-22
PMT0001690,L000423,12027.31,2024-01-24
PMT0001337,L000333,2947.94,2024-05-30
PMT0004741,L001189,17500 CAD,2023-08-15
PMT0003212,L000803,2938.93,2024-09-16
PMT0004304,L001071,12906.87,2022-09-02
PMT0001243,L000313,2768.84,2026-02-04
PMT0002763, L000688 ,12233 CAD,2024-11-09
PMT0000278,L000066,13109.62,2023-04-29
PMT0004093,L001017,3823.09,2023-04-16
PMT0001418, L000352 ,10264.45,2023-08-25
PMT0000005,L000001,5233.78,2023-10-31
PMT0003976,L000991,5692.0,2023-09-05
PMT0001538,L000382,841.42,2023-04-14
PMT0004641,L001159,"3,872",2025-04-23
PMT0002607,L000650,8663.07,2023-03-14
PMT0001972,L000490,8618.41,2024-05-13
PMT0000800,L000199,-20778.15,2023-03-17
PMT0001164,L000296,7882.02,2023-07-24
PMT0003721,L000926,nan,2024-02-16
PMT0004321,L001077,8009.63,2026-01-31
PMT0001683,L000421,21862.96,2024-10-25
PMT0004515,L001131,6002.73,2022-10-13
PMT0004592,L001148,25182.97,2024-05-10
PMT0001040, L000260 ,6557 CAD,2024-08-07
PMT0002329,L000585,4539.49,2023-08-26
PMT0002372,L000595,6601.45,2024-07-16
PMT0001321, L000329 ,15695.5,2025-08-22
PMT0000982,L000245,11395.58,2023-12-19
PMT0000787,L000196,5391.91,2024-07-31
PMT0004395,L001094,7790.76,2025-09-27
PMT0003494,L000871,10779.19,2026-01-25
PMT0004053,L001009,4286.39,2024-07-11
PMT0003067,L000772,4558.48,2025-07-15
PMT0004313,L001074,24203.85,2023-09-20
PMT0003588,L000892,1004.86,2024-01-24
PMT0000927,L000235,8827.72,2024-07-14
PMT0000900,L000229,14884.58,11/04/2024
PMT0004178, L001039 ,6531.05,2024-11-24
PMT0004325,L001078,8005.03,2024-04-10
PMT0004704,L001178,7684.98,2022-10-25
PMT0003675,L000913,1956.41,2022-11-06
PMT0001560,L000387,-2022.75,2024-08-28
PMT0002617,L000653,6437.55,2026-02-04
PMT0000604,L000145,8692.72,05/08/2025
PMT0002341,L000587,9956.67,2025-01-01
PMT0003900,L000969,2498.72,2024-03-16
PMT0004761,L001194,4062.35,2023-07-03
PMT0000984,L000246,6942.13,2024-10-26
PMT0001379,L000342,9597.96,2022-11-28
PMT0002091,L000521,4576.59,2025-07-09
PMT0003780,L000938,16796.48,2023-08-29
PMT0000369,L000091,18811.28,2025-07-17
PMT0000388,L000098,4101.11,2025-05-06
PMT0002656,L000660,11858.54,2023-05-02
PMT0000877,L000222,11049.07,2023-12-20
PMT0002542,L000633,3404.78,2023-06-18
PMT0003517, L000876 ,8466.66,2023-06-27
PMT0004301,L001070,2637.51,2023-07-28
PMT0004454,L001114,20793.51,2024-06-03
PMT0000013,L000003,1657.15,2025-02-25
PMT0000187,L000047,10012.54,2022-10-22
PMT0001255,L000315,53178.02,2023-06-07
PMT0004241,L001053,20413.86,2024-02-10
PMT0003499,L000872,3872.13,2025-05-21
PMT0004952,L001243,7815.91,2024-11-09
PMT0000107,L000027,815.93,2025-05-11
PMT0000727,L000184,1751.42,2024-06-17
PMT0001732,L000434,6158.28,2026-05-01
PMT0001128,L000287,8526.42,2024-02-16
PMT0003012,L000750,3322.6,2024-01-24
PMT0002211,L000553,65202.02,2022-11-26
PMT0001848,L000461,3976.17,2024-08-09
PMT0000513,L000124,5690.34,2025-05-29
PMT0000868,L000220,32045.06,2024-08-26
PMT0003686,L000915,"$6,111.79",2024-01-07
PMT0000333, L000084 ,9228.24,2024-01-30
PMT0002596, L000646 ,23659.57,2023-06-05
PMT0002660,L000661,8554.89,2025-01-13
PMT0000639,L000155,9320.7,2023-03-09
PMT0002638,L000657,8483.14,2025-07-06
PMT0003725,L000926,"$2,866.79",2023-06-26
PMT0000517, L000125 ,"$4,387.43",2023-12-21
PMT0001839,L000460,4060.9,2025-04-07
PMT0002500,L000625,7200.68,2022-12-12
PMT0002082,L000518,13508.86,2022-11-25
PMT0001088,L000274,4166.25,05-Mar-2024
PMT0000548,L000131,6343.73,
PMT0003045,L000764,5371.58,2025-07-10
PMT0003411,L000852,15445.25,2024-03-18
PMT0003456,L000862,3036 CAD,2022-05-13
PMT0002455,L000615,7425.01,2024-08-17
PMT0003945,L000984,1661.36,2023-08-05
PMT0003019,L000752,15134.85,2024-01-01
PMT0002537,L000633,1250.7,2023-07-31
PMT0004660,L001165,3788.28,2025-07-05
PMT0000135,L000034,13420.99,2024-05-24
PMT0003533,L000879,3461.09,2023-08-21
PMT0001800,L000450,22134.97,2025-02-26
PMT0004232,L001051,16788.47,2025-02-19
PMT0001812,L000452,"9,550",2024-07-22
PMT0002152,L000536,112757.71,2023-04-24
PMT0000098,L000024,"$3,846.86",2023-07-15
PMT0003474,L000865,4971.8,2023-12-30
PMT0002755,L000685,26688.35,2024-06-13
PMT0003658,L000909,15492.86,2023-02-01
PMT0002053,L000511,7434.48,2024-05-12
PMT0000762,L000191,5075.51,2023-08-08
PMT0001343,L000334,14355.88,2023-06-01
PMT0002716,L000673,"5,962",2022-09-13
PMT0004836,L001210,28976.22,2023-05-13
PMT0001603,L000401,2982.95,2023-05-25
PMT0003733,L000929,8889.56,2022-07-18
PMT0004219,L001048,"$11,884.37",2025-01-29
PMT0004774,L001196,2442.0,2023-09-19
PMT0001049,L000262,"2,826",2024-06-15
PMT0000082,L000021,111199.38,2024-06-29
PMT0003460,L000863,21414 CAD,2024-05-28
PMT0004647, L001162 ,45302.15,2023-09-23
PMT0003703, L000920 ,4044.04,2022-07-13
PMT0002254,L000563,2636.87,2025-05-08
PMT0003573,L000889,10087.4,2024-10-23
PMT0003437, L000859 ,4706.62,2025-01-19
PMT0001444,L000359,18756.39,2023-09-19
PMT0001661,L000416,4704.92,2024-06-07
PMT0001835, L000459 ,11602.81,2022-11-23
PMT0003500,L000873,53304.84,2024-02-15
PMT0001058,L000264,29182.37,2025-08-24
PMT0002711,L000671,3376.77,2024-01-15
PMT0000564,L000136,3243.16,2024-06-20
PMT0001404,L000349,12288.93,2024-05-25
PMT0002533, L000632 ,10679.11,2023-07-13
PMT0004527,L001132,1218.05,2025-02-28
PMT0001083,L000272,13502.17,2022-08-31
PMT0002928,L000730,15349.59,2023-03-27
PMT0003880,L000963,8080.14,2025-03-20
PMT0002811,L000699,2305.07,2024-03-03
PMT0004244,L001054,unknown,2023-12-08
PMT0001529,L000380,1145.31,2023-07-29
PMT0004243, L001054 ,11881.9,2022-12-12
PMT0002650,L000659,9775.54,2022-08-14
PMT0002089,L000521,5943.78,2024-01-23
PMT0000653,L000160,17530.37,2023-07-31
PMT0000476, L000117 ,33138.32,not available
PMT0004645,L001161,"28,510",2024-10-09
PMT0002098,L000523,5813.41,2023-04-19
PMT0000902,L000229,"$15,673.61",2023-12-16
PMT0001697,L000424,20974.68,2024-12-31
PMT0003798,L000942,1157.39,2024-07-01
PMT0004903,L001229,8699.54,2025-08-07
PMT0001504,L000373,1720.63,2024-09-10
PMT0004173, L001037 ,1112.85,2024-07-13
PMT0002736,L000678,3540.58,2022-12-05
PMT0000270,L000064,7568.68,2023-06-01
PMT0004885,L001221,"$1,239.87",2024-07-28
PMT0001825,L000457,29602.58,2024-02-12
PMT0003475,L000866,9770.51,2024-03-28
PMT0004745,L001190,"12,210",2023-08-22
PMT0004687,L001173,,2024-02-09
PMT0004575,L001145,-5730.55,2023-10-16
PMT0004300,L001070,3444.27,2024-06-28
PMT0004797,L001201,5029.37,2024-05-04
PMT0002678,L000665,26912.45,2023-06-24
PMT0002795, L000696 ,16565.52,2023-02-22
PMT0003916,L000975,7567.99,
PMT0003486,L000870,7535.09,2024-09-06
PMT0003889,L000967,4454.01,2024-09-04
PMT0000567,L000136,3404.6,2023-04-07
PMT0001758, L000441 ,"3,658",2025-09-02
PMT0004893,L001225,17504.07,2024-09-05
PMT0004435,L001106,8961 CAD,2024-02-19
PMT0001956,L000487,8048.96,2025-11-20
PMT0004450,L001111,13766.37,not available
PMT0001467,L000363,3547.47,2023-11-29
PMT0001744,L000437,11495.0,04/06/2025
PMT0000418,L000103,41819.39,2024-01-15
PMT0001986,L000493,"$6,029.30",2024-03-21
PMT0003295,L000824,3396.74,not available
PMT0003354,L000840,3514.94,2024-11-06
PMT0001445,L000359,"28,892",2025-01-28
PMT0003885,L000965,"25,288",2024-07-23
PMT0002942,L000732,6541.34,2024-01-07
PMT0001552,L000385,13884.66,2023-09-01
PMT0004021,L001001,11031.15,2024-02-20
PMT0002748,L000680,"12,564",2024-05-17
PMT0000909,L000230,4665.41,2022-09-19
PMT0003542,L000882,"$1,878.83",2023-06-10
PMT0002790,L000695,11294.35,2024-09-01
PMT0004845,L001214,16836.77,2024-08-27
PMT0003246,L000811,2835.8,2022-12-10
PMT0004012,L000999,8780.37,not available
PMT0004382,L001092,3240.41,2024-10-18
PMT0000937,L000236,1549.77,2023-06-06
PMT0003273,L000817,3907.31,2024-08-30
PMT0004390,L001093,3649.94,2024-03-14
PMT0003954,L000986,7781.08,2024-02-08
PMT0001649,L000415,5932.47,2025-04-13
PMT0000966,L000242,4504.18,2024-01-12
PMT0000744,L000188,9765.19,2023-05-12
PMT0000811,L000203,9323.14,2023-07-25
PMT0001616,L000404,39319.79,2024-01-27
PMT0004462,L001117,11810.45,not available
PMT0000628,L000150,10189.08,2023-08-30
PMT0000760,L000191,7937.21,2022-11-20
PMT0003585,L000892,884.59,2024-02-17
PMT0002080,L000517,13385.98,24-Nov-2025
PMT0003046,L000764,"$5,568.64",2024-09-10
PMT0003571, L000889 ,8894 CAD,2025-08-11
PMT0001733,L000435,14837.56,2026-04-05
PMT0001155,L000293,7612.71,2024-10-15
PMT0001382,L000343,5640.47,2023-07-08
PMT0002875,L000713,5069.59,11-Apr-2025
PMT0000022,L000004,4402.91,20-Jul-2023
PMT0001163,L000296,3543.62,2022-10-29
PMT0004686,L001173,5327.78,2024-03-21
PMT0003248,L000812,7729.68,2024-08-01
PMT0000780,L000194,24862.67,2022-08-04
PMT0002328,L000585,4179.65,2024-06-05
PMT0001728,L000433,15938.92,2025-10-26
PMT0002766,L000688,8010 CAD,2025-05-20
PMT0004952,L001243,7815.91,2024-11-09
PMT0000540,L000130,7231.13,2025-10-01
PMT0001805,L000451,8930.94,2023-07-18
PMT0001592,L000398,10351.69,2024-04-03
PMT0004678, L001171 ,19720.81,2024-12-16
PMT0003040,L000761,16663.01,2025-01-20
PMT0004108,L001020,6117.45,2023-11-21
PMT0000075,L000017,2339.58,2023-11-02
PMT0000360,L000089,2615.66,2023-04-12
PMT0002321,L000584,12351 CAD,2023-06-06
PMT0000239,L000058,unknown,2026-01-30
PMT0004408,L001097,76321.6,2024-02-07
PMT0003298, L000824 ,3629 CAD,2022-11-22
PMT0003368,L000843,10701.64,2023-05-06
PMT0004861,L001217,44229.73,2024-06-08
PMT0002956,L000736,4479.32,2024-08-28
PMT0004407,L001097,121781.2,2023-09-25
PMT0002276,L000570,13222.74,2024-07-09
PMT0002759,L000687,3281.97,2026-02-09
PMT0003548,L000884,3072.96,2025-01-20
PMT0002820,L000701,1170.82,2023-12-15
PMT0001735,L000435,12939.01,2026-01-11
PMT0004487,L001123,31810.09,01/12/2025
PMT0001182,L000300,7633.72,2023-07-26
PMT0000242,L000059,7329.5,2023-09-27
PMT0004174,L001037,595.1,2024-04-08
PMT0003709,L000922,7205.59,2025-10-01
PMT0000864,L000218,6696.15,2023-10-08
PMT0004020,L001001,13601.65,2023-10-11
PMT0000336,L000085,"2,484",2024-03-23
PMT0001000, L000250 ,4791.11,06/22/2025
PMT0002225,L000557,5279.35,2024-11-21
PMT0001089,L000274,2114.13,2023-04-23
PMT0000828,L000209,4928.86,2024-01-20
PMT0002387,L000597,1916.98,2023-07-18
PMT0002403,L000601,16787.29,2024-12-03
PMT0000631,L000152,2423.7,05/30/2024
PMT0000688,L000171,2607.3,12-Aug-2023
PMT0002594,L000645,1224.65,2025-10-06
PMT0003059,L000768,36183.06,2023-05-10
PMT0002161,L000538,2732.1,2025-02-26
PMT0003540,L000881,6864.51,2022-08-19
PMT0002831,L000703,"$5,817.11",2025-08-09
PMT0003405,L000851,3476.91,2022-05-23
PMT0001459,L000362,1969.09,2022-07-04
PMT0004267,L001063,3520.63,2025-08-05
PMT0002445,L000611,19371.11,2024-07-03
PMT0002406,L000601,15252.22,27-Nov-2024
PMT0002777,L000691,3746.6,2023-09-13
PMT0004475,L001119,13971.95,2025-09-09
PMT0001391, L000345 ,1948.79,2024-06-23
PMT0004246,L001054,11634.53,2023-12-26
PMT0003029, L000757 ,20269.53,2023-07-21
PMT0003859,L000959,17124.43,2024-08-22
PMT0002692,L000668,1958.31,2023-08-09
PMT0000595,L000143,8879.35,2023-10-04
PMT0004387,L001093,"1,390",2024-07-30
PMT0002946,L000733,3384.92,2022-07-11
PMT0000646,L000158,19571.25,2022-12-22
PMT0001952,L000486,23255.23,2023-06-13
PMT0001626, L000408 ,17018.9,2025-11-16
PMT0003011,L000750,3315.91,2024-02-23
PMT0002550,L000637,10072.39,2022-12-05
PMT0003014,L000751,6073.93,2024-09-22
PMT0004929,L001235,4118.2,2025-08-10
PMT0001562,L000387,1971.24,2023-10-05
PMT0004269,L001063,8289.12,2024-11-13
PMT0002645,L000658,35779.07,2023-12-26
PMT0004631,L001157,3864.27,2023-04-09
PMT0000095,L000024,3137.6,2022-06-29
PMT0001282,L000321,3651.82,2023-04-26
PMT0002361,L000593,"$5,750.03",2024-05-13
PMT0002264,L000566,14070.12,2025-12-15
PMT0004569,L001142,34187.43,2023-06-01
PMT0001044,L000260,5764.18,2024-06-30
PMT0004031,L001004,"$2,093.17",2024-06-23
PMT0002107,L000525,3029 CAD,2023-05-01
PMT0003833,L000953,12407.27,2023-10-28
PMT0001231,L000311,6204.11,2024-09-24
PMT0003077,L000774,33898.01,2024-05-31
PMT0003324,L000832,9609.1,2023-07-10
PMT0002434,L000609,$548.41,2026-02-09
PMT0003839,L000954,2167.44,2025-02-09
PMT0000752,L000189,8620.34,2023-09-28
PMT0002353,L000592,3216.66,2023-10-23
PMT0000430,L000106,3462 CAD,2024-03-27
PMT0001381,L000343,5408.25,2023-06-27
PMT0000640,L000155,19174.27,2022-08-16
PMT0003066,L000771,"$41,829.24",2023-02-23
PMT0002475,L000619,3163.81,2022-09-09
PMT0002301,L000577,7932.16,2025-05-31
PMT0000303,L000074,10858.39,2024-07-10
PMT0001317,L000328,5394.38,2024-08-05
PMT0004376,L001091,7793.29,2023-01-09
PMT0003352,L000839,13414 CAD,2023-05-16
PMT0003070,L000772,4471.28,2025-01-17
PMT0002671, L000663 ,9070.26,2023-01-19
PMT0002086,L000520,4585.81,2023-10-24
PMT0004562,L001140,"$60,522.98",2025-07-20
PMT0004670,L001168,3209.29,2025-11-16
PMT0000467,L000115,4571.93,2023-03-26
PMT0004036,L001005,2874.76,2024-03-29
PMT0000233,L000057,40089.83,2025-01-18
PMT0004875,L001220,2627.27,2024-10-17
PMT0002588,L000644,1645.46,2024-01-21
PMT0003975,L000991,6313.97,2022-12-25
PMT0003556,L000885,3534.72,2026-01-25
PMT0000089,L000023,7637.35,2025-12-18
PMT0001692,L000423,13518.62,2024-12-25
PMT0000172,L000043,1131 CAD,2024-04-22
PMT0001509,L000374,5007.33,2023-07-22
PMT0002019,L000503,7889.56,2022-11-29
PMT0001463,L000363,4835.05,2025-01-01
PMT0003626,L000902,6125.48,2023-01-23
PMT0004854,L001215,14147.11,2024-07-26
PMT0001269,L000319,18393.82,30-Mar-2023
PMT0002448,L000612,2490.93,2024-01-17
PMT0000954,L000240,15979.43,2022-03-05
PMT0002454,L000615,8995.23,2024-07-06
PMT0001168,L000297,"5,842",2023-10-07
PMT0003867,L000961,30425.98,2025-07-13
PMT0001765,L000443,47496.02,2023-05-30
PMT0003635,L000904,4391.82,2023-10-03
PMT0004391,L001093,1615.4,2024-01-20
PMT0001189,L000302,8582.9,2023-10-27
PMT0001009,L000253,12168.74,2024-06-27
PMT0004307,L001072,13446.42,2025-07-27
PMT0004728,L001185,"$26,665.36",2023-12-21
PMT0001107,L000280,6849.92,
PMT0003096,L000778,7032.78,2024-05-26
PMT0001568,L000389,6541.23,2023-12-16
PMT0001117,L000284,26999.73,2022-06-07
PMT0001473,L000365,3214.9,2025-08-21
PMT0000244, L000059 ,7319.7,2023-04-21
PMT0001757,L000441,3693 CAD,2025-05-17
PMT0002006,L000498,28752.43,2025-08-20
PMT0004981,L001249,3739.02,2025-02-19
PMT0003665,L000911,9405.84,2024-09-30
PMT0001729,L000433,"$17,365.28",2025-11-20
PMT0003401,L000850,1077.4,2025-03-08
PMT0002371,L000595,8221.67,2025-01-08
PMT0002262,L000566,6062 CAD,2024-06-10
PMT0000845,L000212,2174.19,2023-10-28
PMT0000736,L000187,4348.75,2025-01-24
PMT0004309,L001072,16106.49,2024-05-25
PMT0004651,L001162,41241.95,2023-10-03
PMT0002218,L000554,1240.44,2025-10-26
PMT0002468,L000617,15467.31,2024-07-04
PMT0001492,L000370,18714.2,2024-11-01
PMT0000362,L000090,4437.05,12-Sep-2023
PMT0000255,L000062,5893.0,2022-07-30
PMT0003330,L000834,949.1,2025-01-03
PMT0001932,L000479,16354.4,2023-09-16
PMT0002931,L000730,7087.61,2023-05-02
PMT0002761,L000687,5004.67,2026-02-19
PMT0001543,L000383,6558.53,2023-12-23
PMT0002079, L000516 ,994.06,2025-06-19
PMT0003000,L000746,10421.53,2025-08-23
PMT0004832,L001209,"$5,200.10",2022-07-29
PMT0001101, L000277 ,17118.33,2024-03-09
PMT0002012,L000501,9809.57,2024-05-13
PMT0001561,L000387,844.97,2023-07-23
PMT0003392,L000849,805.67,2024-03-04
PMT0004026,L001003,4248.46,2023-05-25
PMT0003334,L000835,25246.92,2025-08-18
PMT0004127,L001025,66191.54,2024-10-13
PMT0002832,L000703,4731.9,2025-06-30
PMT0000729,L000186,9044.2,2024-09-17
PMT0004566, L001141 ,17170.91,2023-08-10
PMT0001431,L000356,4758.38,2025-05-24
PMT0004171, L001037 ,608.55,2023-07-30
PMT0002205,L000552,9668.64,2023-06-12
PMT0000274,L000065,30214.81,
PMT0001695,L000424,9687.24,2024-02-27
PMT0004905,L001229,8202.68,2025-11-05
PMT0000260,L000062,15986.89,2022-05-09
PMT0002596, L000646 ,23659.57,2023-06-05
PMT0000775,L000193,8309.64,23-Oct-2022
PMT0003471,L000865,14009.12,2024-08-08
PMT0004028, L001003 ,5212.69,2024-01-09
PMT0003206,L000803,2904.69,05/02/2025
PMT0003928,L000980,"$5,912.95",2024-09-24
PMT0000838,L000211,1254.31,2024-07-26
PMT0000350,L000088,7981.02,2024-12-16
PMT0002243,L000561,731.51,2023-03-29
PMT0004849,L001214,16792.53,2024-08-11
PMT0003140,L000788,3557.63,2024-10-28
PMT0001320,L000329,15850.5,2025-05-14
PMT0000460,L000114,19942.54,2024-08-18
PMT0000377, L000095 ,11068.23,2025-06-16
PMT0001245,L000313,2470.82,2025-01-20
PMT0004229,L001050,15997.18,2025-03-03
PMT0001884,L000469,7292.53,2023-10-05
PMT0004293,L001069,17562.39,2024-09-02
PMT0002644,L000658,37674.41,2024-08-24
PMT0004950,L001242,17496.18,2024-10-06
PMT0001064,L000265,"$5,937.48",2024-05-19
PMT0001377,L000342,7657.45,2022-11-24
PMT0001442,L000358,6336.6,2023-03-20
PMT0004265,L001061,7044.51,2024-02-17
PMT0001803,L000451,"$8,698.69",2024-09-08
PMT0002813,L000699,1317.05,2023-05-09
PMT0004617,L001154,51491.16,26-Oct-2023
PMT0002815,L000699,1857.54,2023-03-20
PMT0002673,L000663,"$7,991.76",2023-01-26
PMT0003142,L000788,"$2,209.18",2026-01-27
PMT0003770,L000936,8311.23,2025-09-21
PMT0001567,L000389,nan,2025-01-14
PMT0004339,L001081,1642.79,2024-10-22
PMT0003175,L000795,734.56,2023-05-13
PMT0004623, L001155 ,6067.26,2024-08-31
PMT0002441,L000610,7526.98,2025-07-04
PMT0003968, L000989 ,9954.74,2024-05-07
PMT0002304,L000577,6487.83,2024-12-23
PMT0002242,L000561,394.47,2024-01-03
PMT0003714,L000924,,2024-11-19
PMT0004800,L001201,6784.21,2023-08-23
PMT0001162,L000296,2904.05,2023-06-07
PMT0001179,L000299,39767.67,2023-11-23
PMT0001608,L000403,8183.94,2022-08-04
PMT0003371,L000844,3726.65,2022-04-24
PMT0004606,L001151,7584.86,2025-04-16
PMT0004889,L001224,3383.37,2025-11-15
PMT0003978,L000991,5679.11,2022-11-19
PMT0001594,L000399,41649.6,2024-12-21
PMT0000534,L000129,6455.46,2024-08-18
PMT0004412,L001098,8781.0,2024-04-21
PMT0001111,L000282,70017.66,2022-12-29
PMT0001640,L000411,4355.28,2023-11-20
PMT0004833, L001209 ,7447.92,2023-04-26
PMT0004564,L001140,65374.95,2025-04-19
PMT0002417, L000603 ,2596.09,2022-12-02
PMT0000259,L000062,7832.58,2022-06-14
PMT0004870,L001219,10360 CAD,2023-02-03
PMT0003891,L000967,2421.81,2023-06-18
PMT0004001,L000997,1256.85,2024-07-02
PMT0004124,L001024,2294.76,2024-08-01
PMT0002284,L000572,9271.91,2024-12-20
PMT0004459,L001116,2141.32,2024-12-06
PMT0000143,L000036,15932.46,2022-11-28
PMT0000256,L000062,14402.33,2023-02-07
PMT0001110,L000281,6566.57,2023-08-28
PMT0004302, L001071 ,-10220.91,2023-07-23
PMT0000443,L000108,7172.61,2025-05-21
PMT0000583,L000140,3238.45,2025-05-09
PMT0001134,L000287,7779.76,2023-10-01
PMT0001873,L000466,4001.86,2024-05-18
PMT0002593,L000645,712.16,2025-03-09
PMT0001453,L000361,13742.0,04/07/2025
PMT0003563,L000887,28119.53,2023-06-24
PMT0002598,L000647,1945.21,2025-03-10
PMT0001814, L000453 ,23983.32,2024-02-21
PMT0002575,L000642,775.81,2024-07-15
PMT0004254,L001057,2511.67,2025-08-08
PMT0002040,L000509,6786.36,2022-12-02
PMT0000466,L000115,1926.65,2024-01-14
PMT0004284,L001066,4347.12,2024-04-13
PMT0004768,L001195,3187.07,2023-02-09
PMT0000482,L000118,13610.11,2025-07-16
PMT0002210,L000553,59289.76,2023-06-19
PMT0004247, L001055 ,17055.95,2023-12-30
PMT0003322,L000832,7644.19,2023-10-10
PMT0004734,L001188,"3,845",2023-02-23
PMT0003902,L000970,8910.08,2023-10-25
PMT0004003, L000997 ,837.88,2025-06-28
PMT0002435,L000609,553.6,2025-02-08
PMT0003539,L000881,2091.05,2023-08-05
PMT0004523,L001132,1284.5,2025-06-27
PMT0001844,L000461,4197.83,2024-07-01
PMT0003118,L000782,5279.09,2022-11-07
PMT0003771,L000936,14798.82,2024-03-27
PMT0004613, L001154 ,51723.11,2023-09-03
PMT0001992,L000494,7520.38,2025-11-07
PMT0003895,L000969,7011.59,2023-03-06
PMT0004943,L001239,9533.73,2023-02-16
PMT0004694,L001175,2286 CAD,10/24/2025
PMT0002710,L000671,1734.02,2024-04-20
PMT0000538,L000129,6924.79,2024-08-18
PMT0004466, L001118 ,"1,589",2023-06-24
PMT0004763,L001195,3579.61,2023-05-26
PMT0000712,L000179,2827.74,2024-01-07
PMT0002108,L000525,3655.19,2023-07-07
PMT0004150,L001031,6707.43,2022-08-06
PMT0002808,L000698,21024.86,2024-07-25
PMT0000056, L000013 ,4319.54,2022-11-30
PMT0000956,L000240,14648.59,2024-01-02
PMT0004402,L001095,6268.92,2024-08-07
PMT0004696,L001176,24545.27,2024-12-22
PMT0003594,L000894,1530.9,2025-08-22
PMT0000442,L000108,"5,966",2024-05-20
PMT0003935,L000981,1383.59,2024-08-22
PMT0002419,L000604,6328.96,2024-03-08
PMT0003831,L000952,17800.4,not available
PMT0003946,L000984,4969.67,2023-10-18
PMT0004688, L001173 ,7693 CAD,2025-05-27
PMT0004570,L001142,34916.46,2024-12-21
PMT0000251,L000061,1854.74,2023-09-14
PMT0003089,L000776,6873.42,2024-01-11
PMT0001997,L000495,"24,654",2025-10-27
PMT0004529,L001133,3507.22,2024-03-05
PMT0002615,L000652,26453.31,2024-11-27
PMT0002955,L000736,"4,630",2025-11-16
PMT0002462,L000616,1647.71,2024-06-23
PMT0004949,L001242,43232.69,2024-11-05
PMT0001804,L000451,7279.64,2024-07-20
PMT0003319,L000830,28905.66,2025-04-23
PMT0002153,L000537,1153.21,2025-03-02
PMT0001006,L000252,4949.03,2022-06-05
PMT0003726,L000927,8230.72,2023-12-29
PMT0004424,L001104,2433.1,2023-02-06
PMT0003864,L000959,11489.96,2024-12-22
PMT0002573,L000642,1265.19,2024-10-29
PMT0000705,L000177,23855.07,2025-01-24
PMT0002834,L000703,"$3,086.81",2025-04-07
PMT0002526,L000631,20468.7,2023-11-26
PMT0004446,L001110,31409.04,2023-11-08
PMT0004656,L001164,26388.55,2023-11-02
PMT0003841,L000954,2110.81,2024-04-21
PMT0002355,L000592,2760.67,2023-02-02
PMT0004143,L001029,1853.19,2025-11-21
PMT0004447,L001111,"13,335",2025-09-19
PMT0002630,L000655,26883.97,2023-01-12
PMT0001869,L000466,5353.18,2022-10-30
PMT0002458,L000615,5907.54,2024-09-30
